Carousel Slider Block for Gutenberg;https://ru.wordpress.org/plugins/carousel-block/;A responsive carousel slider for the Gutenberg editor that supports adding any blocks to slides.;30 000+ активных установок;6.8.1
Advanced Responsive Video Embedder for Rumble, Odysee, YouTube, Vimeo, Kick …;https://ru.wordpress.org/plugins/advanced-responsive-video-embedder/;Level up your basic video embeds! Advanced features, privacy. Use URLs, Shortcodes or Blocks to customize videos to your needs.;30 000+ активных установок;6.8.1
Uncanny Toolkit for LearnDash;https://ru.wordpress.org/plugins/uncanny-learndash-toolkit/;Extend LearnDash with a variety of useful modules that make it even easier to build great learner experiences with LearnDash.;30 000+ активных установок;6.8.1
Portfolio Gallery — Плагин галереи изображений;https://ru.wordpress.org/plugins/portfolio-filter-gallery/;Portfolio gallery имеет отдельную страницу категорий и удобный интерфейс. Витрина портфолио, изображения, видео, галерея.;30 000+ активных установок;6.8.1
Gutenberg Blocks — PublishPress Blocks Controls, Visibility, Reusable Blocks;https://ru.wordpress.org/plugins/advanced-gutenberg/;PublishPress Blocks include accordions, tables, tabs, and more. Plus it has block controls for visibility, devices, user roles.;30 000+ активных установок;6.8.1
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;30 000+ активных установок;6.8.1
Visualizer: Tables and Charts Manager for WordPress;https://ru.wordpress.org/plugins/visualizer/;A simple yet powerful WordPress chart plugin to effortlessly create and embed responsive charts & tables into your site, supporting multiple data  …;30 000+ активных установок;6.8.1
Constant Contact Forms;https://ru.wordpress.org/plugins/constant-contact-forms/;Официальный плагин Constant Contact добавляет на ваш сайт WordPress контактную форму для быстрого сбора информации от посетителей.;20 000+ активных установок;6.8.1
Happyforms — Form Builder for WordPress: Drag & Drop Contact Forms, Surveys, Payments & Multipurpose Forms;https://ru.wordpress.org/plugins/happyforms/;Best WordPress contact form, newsletter form and payment form builder without the sucky stuff — lost emails, pesky spam, leaky privacy and outsourced  …;20 000+ активных установок;6.8.1
Snow Monkey Editor;https://ru.wordpress.org/plugins/snow-monkey-editor/;The Snow Monkey Editor is a plugin that extends the block editor.;20 000+ активных установок;6.8.1
Cool Timeline (Horizontal & Vertical Timeline);https://ru.wordpress.org/plugins/cool-timeline/;Showcase your story or company history, events, and roadmap in a precise and elegant way using the powerful Cool Timeline plugin.;20 000+ активных установок;6.8.1
Accept Stripe Payments;https://ru.wordpress.org/plugins/stripe-payments/;Easily accept payments on your WordPress site via Stripe payment gateway.;20 000+ активных установок;6.8.1
Toolkit for Block Theme (Starter Templates, Portfolio, Gutenberg Blocks, Patterns) – Twentig;https://ru.wordpress.org/plugins/twentig/;Create your website with starter templates, portfolio features, enhanced Gutenberg blocks & patterns. Boost Twenty Twenty-Five or any block theme.;20 000+ активных установок;6.8.1
Ecwid by Lightspeed Ecommerce Shopping Cart;https://ru.wordpress.org/plugins/ecwid-shopping-cart/;Powerful, easy to use ecommerce shopping cart for WordPress. Продажи в соцсетях. iPhone & Android apps. Superb support.;20 000+ активных установок;6.8.1
WP Map Block — Блок карт Gutenberg для карт Google и OpenStreet Map by aBlocks;https://ru.wordpress.org/plugins/wp-map-block/;Для запуска Google Maps и OpenStreetMap ключ API не требуется.;20 000+ активных установок;6.8.1
SyntaxHighlighter Evolved;https://ru.wordpress.org/plugins/syntaxhighlighter/;Easily post syntax-highlighted code to your site without having to modify the code at all. As seen on WordPress.com.;20 000+ активных установок;6.7.2
Embed PDF Viewer;https://ru.wordpress.org/plugins/embed-pdf-viewer/;Embed a PDF from the Media Library or elsewhere via oEmbed or as a block into an iframe tag.;20 000+ активных установок;6.7.2
WPZOOM Portfolio Lite — Filterable Portfolio Plugin;https://ru.wordpress.org/plugins/wpzoom-portfolio/;The Ultimate WordPress Portfolio Plugin to Showcase Your Work in Style;20 000+ активных установок;6.8.1
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;"Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает лайтбокс и эффекты при наведении. Он поддерживает Pinterest (кирпичная кладка) ph & hellip;";20 000+ активных установок;6.8.1
Registration, User Profile, Membership, Content Restriction, User Directory, and Frontend Post Submission – WP User Frontend;https://ru.wordpress.org/plugins/wp-user-frontend/;Frontend post, content restriction, user login & registration, subscription & membership, forms, user directory & profile builder for your website.;20 000+ активных установок;6.8.1
Slider by 10Web — Responsive Image Slider;https://ru.wordpress.org/plugins/slider-wd/;Slider by 10Web plugin is the perfect slider solution for Wordpress.;20 000+ активных установок;5.8.10
Блок карт для Google Maps;https://ru.wordpress.org/plugins/map-block-gutenberg/;Блок карт для редактора Gutenberg работает на Google Maps. Просто. Быстро. Ничего лишнего. Просто блок карт.;20 000+ активных установок;6.8.1
Reusable Blocks Extended;https://ru.wordpress.org/plugins/reusable-blocks-extended/;Расширьте функционал многоразовых блоков Gutenberg с помощью полноценной панели администратора, виджетов, шорткодов и функций PHP.;20 000+ активных установок;6.8.1
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;20 000+ активных установок;5.0.22
All-in-One Video Gallery;https://ru.wordpress.org/plugins/all-in-one-video-gallery/;The ultimate video player & video gallery plugin for YouTubers, Video Bloggers, Course Creators, Podcasters, and anyone embedding videos on websites.;20 000+ активных установок;6.8.1
UsersWP — Front-end login form, User Registration, User Profile & Members Directory plugin for WP;https://ru.wordpress.org/plugins/userswp/;Light weight Front-end login form, User Registration, User Profile and Members Directory plugin.;20 000+ активных установок;6.8.1
Page View Count;https://ru.wordpress.org/plugins/page-views-count/;Places an icon, all time views count and views today count at the bottom of posts, pages and custom post types on any WordPress website.;20 000+ активных установок;6.8.1
Appointment Hour Booking — Плагин WordPress бронирования;https://ru.wordpress.org/plugins/appointment-hour-booking/;Appointment Hour Booking — это плагин для создания форм бронирования встреч с указанием времени начала и заданной продолжительности по расписанию.;20 000+ активных установок;6.8.1
The Events Calendar Shortcode & Block;https://ru.wordpress.org/plugins/the-events-calendar-shortcode/;Add shortcode, block, Elementor and Bricks functionality to The Events Calendar Plugin, so you can easily list and promote your events anywhere.;20 000+ активных установок;6.8.1
Directorist: AI-Powered Business Directory Plugin with Classified Ads Listings;https://ru.wordpress.org/plugins/directorist/;An Excellent WP Directory Plugin to Create Business Directories, Job Listings, Classified Ads, Booking Directories, Local Directories, and Service Dir …;20 000+ активных установок;6.8.1
YASR — Yet Another Star Rating Plugin for WordPress;https://ru.wordpress.org/plugins/yet-another-stars-rating/;Boost the way people interact with your site with an easy WordPress stars rating system! With schema.org rich snippets YASR will improve your SEO;10 000+ активных установок;6.8.1
WP Meta SEO;https://ru.wordpress.org/plugins/wp-meta-seo/;WP Meta SEO gives you the control over all your SEO optimization. Bulk SEO content and image SEO, on page content check, 404 and redirect;10 000+ активных установок;6.7.2
GeoDirectory — WP Business Directory Plugin and Classified Listings Directory;https://ru.wordpress.org/plugins/geodirectory/;A superb WordPress Business Directory plugin to create a local business directory, classified ads directory, or job listings board.;10 000+ активных установок;6.8.1
Advanced Sidebar Menu;https://ru.wordpress.org/plugins/advanced-sidebar-menu/;Fully automatic sidebar menus.;10 000+ активных установок;6.8.1
WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;Плагин слайдера для Гутенберг. Создайте слайдер изображений, слайдер видео, полноэкранный слайдер с помощью этого мощного блока слайдера и добавьте любой блок сверху.;10 000+ активных установок;6.4.5
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;Easily add The Events Calendar shortcode or Gutenberg event block on any page and show upcoming events list.;10 000+ активных установок;6.8.1
Photonic Gallery & Lightbox for Flickr, SmugMug & Others;https://ru.wordpress.org/plugins/photonic/;Galleries on steroids! A stylish lightbox & gallery plugin for WP, Flickr, SmugMug and Zenfolio photos and videos.;10 000+ активных установок;6.8.1
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;Добавьте блок кода с подсветкой синтаксиса с помощью prism.js. (Доступно для Gutenberg и Classic Editor);10 000+ активных установок;6.4.5
Paid Membership Subscriptions — Effortless Memberships, Recurring Payments & Content Restriction;https://ru.wordpress.org/plugins/paid-member-subscriptions/;Feature-packed membership plugin for creating subscription plans, adding recurring payments & content restriction on your membership site.;10 000+ активных установок;6.8.1
GamiPress — Gamification plugin to reward points, achievements, badges & ranks in WordPress;https://ru.wordpress.org/plugins/gamipress/;Boost your gamification marketing & reward your users with points, achievements, badges & ranks to increase your site activity & loyalty!;10 000+ активных установок;6.8.1
WP VR — конструктор 360 панорам и виртуальных туров для WordPress;https://ru.wordpress.org/plugins/wpvr/;Let your visitors take a virtual tour of your place & make them excited. Impress them with a 360 degree live tour.;10 000+ активных установок;6.7.2
Pricing Table WordPress Plugin — Easy Pricing Tables;https://ru.wordpress.org/plugins/easy-pricing-tables/;Pricing Table Plugin — Easy Pricing Tables Lets You Create A Beautiful, Responsive Pricing Table In 2 Minutes. No Coding Required.;10 000+ активных установок;6.8.1
HivePress — Плагин WordPress для бизнес-каталогов и досок объявлений;https://ru.wordpress.org/plugins/hivepress/;Простой, но мощный плагин для создания бизнес-каталога, доски объявлений, сайта по поиску работы, недвижимости или любого другого сайта-каталога.;10 000+ активных установок;6.8.1
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.8.1
Five Star Restaurant Reservations — WordPress Booking Plugin;https://ru.wordpress.org/plugins/restaurant-reservations/;Restaurant reservations made easy. Accept bookings online. Quickly confirm or reject reservations, send email notifications, set booking times and mor …;10 000+ активных установок;6.8.1
WP Tabs – Responsive Tabs and Custom Product Tabs;https://ru.wordpress.org/plugins/wp-expand-tabs-free/;The most user-friendly, highly customizable, responsive WordPress tabs plugin to display your content in a clean organized tabbed navigation.;10 000+ активных установок;6.8.1
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;Create a talk style (吹き出し) design in the block editor.;10 000+ активных установок;6.7.2
Bootstrap Blocks;https://ru.wordpress.org/plugins/wp-bootstrap-blocks/;Bootstrap Gutenberg Blocks for WordPress. This plugin adds Bootstrap components and layout options as Gutenberg blocks.;10 000+ активных установок;6.4.5
Algori 360 Image;https://ru.wordpress.org/plugins/360-image/;Algori 360 Image is a Gutenberg Block Plugin that enables you add interactive 360° images to your WordPress website.;10 000+ активных установок;6.7.2
Countdown, Coming Soon, Maintenance — Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;Countdown builder — Customizable Countdown Timer;10 000+ активных установок;6.8.1
Countdown Timer — Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;Таймер обратного отсчета это приятный инструмент для создания и вставки таймеров в ваши статьи/страницы и виджеты.;10 000+ активных установок;6.7.2
WP User Manager — User Profile Builder & Membership;https://ru.wordpress.org/plugins/wp-user-manager/;The most customizable profiles & community builder WordPress plugin with front-end login, registration, profile customization and content restriction.;10 000+ активных установок;6.7.2
Hotel Booking Lite;https://ru.wordpress.org/plugins/motopress-hotel-booking-lite/;The #1 Hotel Booking and Vacation Rental Plugin for WordPress. Online payments, seasons, rates, free or paid extras, coupons, taxes & fees.;10 000+ активных установок;6.8.1
Simple Newsletter Plugin — Noptin;https://ru.wordpress.org/plugins/newsletter-optin-box/;The fastest GDPR-compliant automation and newsletter plugin. Collect unlimited newsletter subscribers and send them newsletters or new post notificati …;10 000+ активных установок;6.8.1
Contact Form Email;https://ru.wordpress.org/plugins/contact-form-to-email/;Contact form with visual form builder. Contact form that sends the data to email, to a database list and to CSV / Excel files.;10 000+ активных установок;6.8.1
Elementor Blocks for Gutenberg;https://ru.wordpress.org/plugins/block-builder/;Elementor Blocks for Gutenberg, официально созданный Elementor Page Builder, позволяет легко вставить любой шаблон Elementor в Gutenberg.;10 000+ активных установок;6.7.2
Timeline Express;https://ru.wordpress.org/plugins/timeline-express/;Timeline Express creates a beautiful vertical animated and responsive timeline of posts, in chronological order.;10 000+ активных установок;6.2.6
Podcast Player — Your Podcasting Companion;https://ru.wordpress.org/plugins/podcast-player/;Showcase your podcast only using podcasting feed url. Use widget, shortcode or editor block to display podcast player anywhere on your site.;10 000+ активных установок;6.8.1
Meow Gallery;https://ru.wordpress.org/plugins/meow-gallery/;Polished, beautiful gallery built for simplicity and speed. Features Gallery Block, shortcode, or overrides standard WordPress gallery.;10 000+ активных установок;6.8.1
Qubely — расширенные блоки Gutenberg;https://ru.wordpress.org/plugins/qubely/;Готовые блоки и разделы Gutenberg с широкими возможностями настройки. Улучшите редактор Gutenberg с помощью простого пользовательского интерфейса и функциональных блоков.;10 000+ активных установок;6.7.2
Recipe Card Blocks for Gutenberg & Elementor — Best WordPress Recipe Plugin;https://ru.wordpress.org/plugins/recipe-card-blocks-by-wpzoom/;Beautiful Recipe Card Blocks for Food Bloggers with Schema Markup (JSON-LD) for the new WordPress editor (Gutenberg);10 000+ активных установок;6.8.1
Auto Amazon Links — Amazon Associates Affiliate Plugin;https://ru.wordpress.org/plugins/amazon-auto-links/;Generates Amazon affiliate links of products just coming out today. Pick categories and they appear even in JavaScript-disabled browsers.;10 000+ активных установок;6.5.5
FAQ / Accordion / Docs / KB – Helpie WordPress FAQ Accordion plugin;https://ru.wordpress.org/plugins/helpie-faq/;Accordion , FAQ & Docs builder with Drag and Drop features. Helpie Accordion FAQ plugin works with Helpie Knowledge Base , Woocommerce & Elementor;10 000+ активных установок;6.6.2
WS Form LITE — Drag & Drop Contact Form Builder for WordPress;https://ru.wordpress.org/plugins/ws-form/;Form builder for WordPress: Rapidly build professional, stylish, mobile-friendly, accessible forms for WordPress.;9 000+ активных установок;6.8.1
eCommerce Product Catalog Плагин для WordPress;https://ru.wordpress.org/plugins/ecommerce-product-catalog/;eCommerce Product Catalog is a powerful and free plugin to sell with a beautiful eCommerce or request for a quote WordPress website.;9 000+ активных установок;6.7.2
Better Click To Tweet;https://ru.wordpress.org/plugins/better-click-to-tweet/;Insert styled call-out boxes into your posts, simply and securely. Encourage readers to share your content on X in one simple action.;8 000+ активных установок;6.8.1
Algori PDF Viewer;https://ru.wordpress.org/plugins/algori-pdf-viewer/;Algori PDF Viewer is a Gutenberg Block Plugin that enables you to easily display PDF documents directly on your website.;8 000+ активных установок;6.6.2
Easy Maps Block;https://ru.wordpress.org/plugins/easy-maps-block/;Insert a Google Map into the Gutenberg editor.;8 000+ активных установок;6.6.2
Five Star Business Profile and Schema;https://ru.wordpress.org/plugins/business-profile/;Add structured data to any page or post type. Create an SEO friendly contact card with your business info and associated schema.;8 000+ активных установок;6.8.1
Automatic YouTube Gallery;https://ru.wordpress.org/plugins/automatic-youtube-gallery/;Создавайте динамические видеогалереи, просто добавляя ИМЯ ПОЛЬЗОВАТЕЛЯ YouTube, КАНАЛ, СПИСОК ВОСПРОИЗВЕДЕНИЯ, СРОК ПОИСКА или настраиваемый список URL-адресов видео.;8 000+ активных установок;6.8.1
Blog Filter — Advanced Post Filtering with Categories Or Tags, Post Portfolio Gallery, Blog Design Template, Blog Post Layout;https://ru.wordpress.org/plugins/blog-filter/;Blog Filter: Effortlessly organize posts with grid designs, masonry layouts, and category/tag filters. Create stunning post portfolios and galleries.;8 000+ активных установок;6.8.1
If-So Dynamic Content Personalization;https://ru.wordpress.org/plugins/if-so/;Персонализируйте любое содержимое. Добавляйте или заменяйте любое содержимое в зависимости от профиля пользователя или его взаимодействия с сайтом без навыков программирования!;8 000+ активных установок;6.8.1
Портфолио, Gallery, Product Catalog — Grid KIT Портфолио;https://ru.wordpress.org/plugins/portfolio-wp/;Портфолио, gallery, product catalog, teams, logos and more. All-in-one plugin — Grid Kit Портфолио Gallery;8 000+ активных установок;6.6.2
Ghost Kit – Page Builder Blocks, Motion Effects & Extensions;https://ru.wordpress.org/plugins/ghostkit/;Create engaging websites using over 25 advanced blocks featuring motion effects, smooth animations, and robust extensions.;7 000+ активных установок;6.7.2
Simple Iframe;https://ru.wordpress.org/plugins/simple-iframe/;Easily insert iframes inside the block editor.;7 000+ активных установок;6.6.0
Poll Maker — Versus Polls, Anonymous Polls, Image Polls;https://ru.wordpress.org/plugins/poll-maker/;Poll Maker — это БЕСПЛАТНЫЙ плагин для опросов WordPress, который позволит вам создавать настраиваемые и профессиональные онлайн-опросы и голосования для вашего веб-сайта WordPress.;7 000+ активных установок;6.8.1
Print My Blog — Print, PDF, & eBook Converter WordPress Plugin;https://ru.wordpress.org/plugins/print-my-blog/;Создайте печатную версию вашего блога просто и выразительно. Для вас & ваших посетителей. Не важно — один пост или тысяча.;7 000+ активных установок;6.8.1
ProfileGrid — профиль, группы и сообщества;https://ru.wordpress.org/plugins/profilegrid-user-profiles-groups-and-communities/;Custom user profiles plugin ❤ with paid memberships, groups, communities, content restriction, user registration, messaging, WooCommerce memberships,  …;7 000+ активных установок;6.8.1
GutenBee — Gutenberg Blocks;https://ru.wordpress.org/plugins/gutenbee/;GutenBee enhances the Gutenberg editor with more blocks!;7 000+ активных установок;6.8.1
Create by Mediavine;https://ru.wordpress.org/plugins/mediavine-create/;Complete tool for creating and publishing recipes and other schema types on your site.;7 000+ активных установок;6.6.2
Google Analytics Opt-Out;https://ru.wordpress.org/plugins/google-analytics-opt-out/;Provides opt-out functionality for Google Analytics.;6 000+ активных установок;6.2.6
Get Use APIs — JSON Content Importer;https://ru.wordpress.org/plugins/json-content-importer/;Connects an API to WordPress: Get API-data (JSON, XML, CSV…), show it with a Shortcode, a JCI Block or PHP.  Generate a template with the JCI Block;6 000+ активных установок;6.8.1
Sticky Block for Gutenberg Editor;https://ru.wordpress.org/plugins/sticky-block/;The Gutenberg Sticky Block will stick at the top of the page once you scroll down.;6 000+ активных установок;6.8.1
Five Star Restaurant Menu and Food Ordering;https://ru.wordpress.org/plugins/food-and-drink-menu/;Restaurant menu and food ordering system that is easy to set up and integrates with any theme. Includes restaurant menu blocks and patterns.;6 000+ активных установок;6.8.1
Survey Maker;https://ru.wordpress.org/plugins/survey-maker/;Создавайте бесплатные онлайн-опросы и привлекайте посетителей, отзывы прямо на вашем веб-сайте WordPress с плагином WordPress Survey Plugin;6 000+ активных установок;6.8.1
Quiz Cat — WordPress Quiz Plugin;https://ru.wordpress.org/plugins/quiz-cat/;Quiz Cat Lets You Create Beautiful Viral BuzzFeed-style Quizzes That Drive Social Shares & User Engagement. Set It Up In 2 Minutes.;6 000+ активных установок;6.8.1
Countdown Block;https://ru.wordpress.org/plugins/countdown-block/;Highlight Upcoming Events With Countdown Timer with Countdown Block.;6 000+ активных установок;6.6.2
iPanorama 360 — усовершенствованный конструктор виртуальных туров;https://ru.wordpress.org/plugins/ipanorama-360-virtual-tour-builder-lite/;Let's create virtual tours for your site that empowers your visitors and clients!!! Build a live tour in just a few steps.;6 000+ активных установок;6.8.1
Embed Plus for YouTube Gallery, Livestream and Lazy Loading with Facades;https://ru.wordpress.org/plugins/youtube-embed-plus/;A multi-featured plugin to embed YouTube in WordPress. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.;100 000+ активных установок;6.8.1
GiveWP — Платформа для пожертвований и фандрайзинга;https://ru.wordpress.org/plugins/give/;Принимайте пожертвования и начинайте сбор средств с помощью GiveWP, плагина для пожертвований WordPress с самым высоким рейтингом для онлайн пожертвований.;100 000+ активных установок;6.7.2
Feeds for YouTube (плагин для видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;Плагин Feeds for YouTube позволяет отображать настраиваемые ленты YouTube с любого канала YouTube.;100 000+ активных установок;6.8.1
Schema & Structured Data for WP & AMP;https://ru.wordpress.org/plugins/schema-and-structured-data-for-wp/;Schema & Structured Data adds Google Rich Snippets markup according to Schema.org guidelines to structure your site for SEO.;100 000+ активных установок;6.8.1
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;Создаёт SEO-дружественное содержание для ваших постов/страниц. Работает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;100 000+ активных установок;6.7.2
Pods — Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods — это платформа для создания, управления и развертывания настраиваемых типов контента и полей для любого проекта.;100 000+ активных установок;6.8.1
